"Тема","Дата начала","Время начала","Дата завершения","Время завершения","Ежедневное событие","Оповещение вкл/выкл","Дата оповещения","Время оповещения","В это время","Важность","Описание","Пометка"
"ПЗПІ-23-5 - ОС Лб DL ПЗПІ-23-5","16.05.2025","11:15:00","16.05.2025","12:50:00","Ложь","Истина","16.05.2025","11:10:00","2","Обычная","ОС Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","23.05.2025","11:15:00","23.05.2025","12:50:00","Ложь","Истина","23.05.2025","11:10:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-5 - ОС Лб DL ПЗПІ-23-5","30.05.2025","11:15:00","30.05.2025","12:50:00","Ложь","Истина","30.05.2025","11:10:00","2","Обычная","ОС Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","06.06.2025","11:15:00","06.06.2025","12:50:00","Ложь","Истина","06.06.2025","11:10:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-5 - Філ Екз DL ПЗПІ-23-5","13.06.2025","11:15:00","13.06.2025","12:50:00","Ложь","Истина","13.06.2025","11:10:00","2","Обычная","Філ Екз DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-1 - *ОРО Пз DL *ОРО(ПЗПІ-23-)-1; *ОDS Пз DL *ОDS(ПЗПІ-23-)-1","07.03.2025","13:10:00","07.03.2025","14:45:00","Ложь","Истина","07.03.2025","13:05:00","2","Обычная","*ОРО Пз DL *ОРО(ПЗПІ-23-)-1; *ОDS Пз DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-1 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","21.03.2025","13:10:00","21.03.2025","14:45:00","Ложь","Истина","21.03.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-1 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","11.04.2025","13:10:00","11.04.2025","14:45:00","Ложь","Истина","11.04.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-1 - ІМ2п Пз DL ПЗПІ-23-1","18.04.2025","13:10:00","18.04.2025","14:45:00","Ложь","Истина","18.04.2025","13:05:00","2","Обычная","ІМ2п Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - *ОDS Пз DL *ОDS(ПЗПІ-23-)-1","25.04.2025","13:10:00","25.04.2025","14:45:00","Ложь","Истина","25.04.2025","13:05:00","2","Обычная","*ОDS Пз DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-1 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","02.05.2025","13:10:00","02.05.2025","14:45:00","Ложь","Истина","02.05.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-1 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","23.05.2025","13:10:00","23.05.2025","14:45:00","Ложь","Истина","23.05.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-1 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","06.06.2025","13:10:00","06.06.2025","14:45:00","Ложь","Истина","06.06.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-2 - *ОРО Пз DL *ОРО(ПЗПІ-23-)-1; *ОDS Пз DL *ОDS(ПЗПІ-23-)-1","07.03.2025","13:10:00","07.03.2025","14:45:00","Ложь","Истина","07.03.2025","13:05:00","2","Обычная","*ОРО Пз DL *ОРО(ПЗПІ-23-)-1; *ОDS Пз DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-2 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","21.03.2025","13:10:00","21.03.2025","14:45:00","Ложь","Истина","21.03.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-2 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","11.04.2025","13:10:00","11.04.2025","14:45:00","Ложь","Истина","11.04.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-2 - *МСП Лб DL *МСП(ПЗПІ-23-)-1","18.04.2025","13:10:00","18.04.2025","14:45:00","Ложь","Истина","18.04.2025","13:05:00","2","Обычная","*МСП Лб DL *МСП(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-2 - *ОDS Пз DL *ОDS(ПЗПІ-23-)-1","25.04.2025","13:10:00","25.04.2025","14:45:00","Ложь","Истина","25.04.2025","13:05:00","2","Обычная","*ОDS Пз DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-2 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","02.05.2025","13:10:00","02.05.2025","14:45:00","Ложь","Истина","02.05.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-2 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","23.05.2025","13:10:00","23.05.2025","14:45:00","Ложь","Истина","23.05.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-2 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","06.06.2025","13:10:00","06.06.2025","14:45:00","Ложь","Истина","06.06.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-3 - *ОDS Пз DL *ОDS(ПЗПІ-23-)-1","07.03.2025","13:10:00","07.03.2025","14:45:00","Ложь","Истина","07.03.2025","13:05:00","2","Обычная","*ОDS Пз DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-3 - *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","21.03.2025","13:10:00","21.03.2025","14:45:00","Ложь","Истина","21.03.2025","13:05:00","2","Обычная","*ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-3 - *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","11.04.2025","13:10:00","11.04.2025","14:45:00","Ложь","Истина","11.04.2025","13:05:00","2","Обычная","*МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-3 - *МСП Лб DL *МСП(ПЗПІ-23-)-1","18.04.2025","13:10:00","18.04.2025","14:45:00","Ложь","Истина","18.04.2025","13:05:00","2","Обычная","*МСП Лб DL *МСП(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-3 - *ОDS Пз DL *ОDS(ПЗПІ-23-)-1","25.04.2025","13:10:00","25.04.2025","14:45:00","Ложь","Истина","25.04.2025","13:05:00","2","Обычная","*ОDS Пз DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-3 - *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","02.05.2025","13:10:00","02.05.2025","14:45:00","Ложь","Истина","02.05.2025","13:05:00","2","Обычная","*МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-3 - *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","23.05.2025","13:10:00","23.05.2025","14:45:00","Ложь","Истина","23.05.2025","13:05:00","2","Обычная","*МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-3 - *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","06.06.2025","13:10:00","06.06.2025","14:45:00","Ложь","Истина","06.06.2025","13:05:00","2","Обычная","*МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-3 - ОС Екз DL ПЗПІ-23-3","13.06.2025","13:10:00","13.06.2025","14:45:00","Ложь","Истина","13.06.2025","13:05:00","2","Обычная","ОС Екз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-4 - *ОРО Пз DL *ОРО(ПЗПІ-23-)-1; *ОDS Пз DL *ОDS(ПЗПІ-23-)-1","07.03.2025","13:10:00","07.03.2025","14:45:00","Ложь","Истина","07.03.2025","13:05:00","2","Обычная","*ОРО Пз DL *ОРО(ПЗПІ-23-)-1; *ОDS Пз DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-4 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","21.03.2025","13:10:00","21.03.2025","14:45:00","Ложь","Истина","21.03.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-4 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","11.04.2025","13:10:00","11.04.2025","14:45:00","Ложь","Истина","11.04.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-4 - *МСП Лб DL *МСП(ПЗПІ-23-)-1","18.04.2025","13:10:00","18.04.2025","14:45:00","Ложь","Истина","18.04.2025","13:05:00","2","Обычная","*МСП Лб DL *МСП(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-4 - *ОDS Пз DL *ОDS(ПЗПІ-23-)-1","25.04.2025","13:10:00","25.04.2025","14:45:00","Ложь","Истина","25.04.2025","13:05:00","2","Обычная","*ОDS Пз DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-4 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","02.05.2025","13:10:00","02.05.2025","14:45:00","Ложь","Истина","02.05.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-4 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","23.05.2025","13:10:00","23.05.2025","14:45:00","Ложь","Истина","23.05.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-4 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","06.06.2025","13:10:00","06.06.2025","14:45:00","Ложь","Истина","06.06.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-5 - *ОРО Пз DL *ОРО(ПЗПІ-23-)-1; *ОDS Пз DL *ОDS(ПЗПІ-23-)-1","07.03.2025","13:10:00","07.03.2025","14:45:00","Ложь","Истина","07.03.2025","13:05:00","2","Обычная","*ОРО Пз DL *ОРО(ПЗПІ-23-)-1; *ОDS Пз DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-5 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","21.03.2025","13:10:00","21.03.2025","14:45:00","Ложь","Истина","21.03.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-5 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","11.04.2025","13:10:00","11.04.2025","14:45:00","Ложь","Истина","11.04.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-5 - *МСП Лб DL *МСП(ПЗПІ-23-)-1","18.04.2025","13:10:00","18.04.2025","14:45:00","Ложь","Истина","18.04.2025","13:05:00","2","Обычная","*МСП Лб DL *МСП(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-5 - *ОDS Пз DL *ОDS(ПЗПІ-23-)-1","25.04.2025","13:10:00","25.04.2025","14:45:00","Ложь","Истина","25.04.2025","13:05:00","2","Обычная","*ОDS Пз DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-5 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","02.05.2025","13:10:00","02.05.2025","14:45:00","Ложь","Истина","02.05.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-5 - ОС Лб DL ПЗПІ-23-5","16.05.2025","13:10:00","16.05.2025","14:45:00","Ложь","Истина","16.05.2025","13:05:00","2","Обычная","ОС Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","23.05.2025","13:10:00","23.05.2025","14:45:00","Ложь","Истина","23.05.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-5 - ОС Лб DL ПЗПІ-23-5","30.05.2025","13:10:00","30.05.2025","14:45:00","Ложь","Истина","30.05.2025","13:05:00","2","Обычная","ОС Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - *ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","06.06.2025","13:10:00","06.06.2025","14:45:00","Ложь","Истина","06.06.2025","13:05:00","2","Обычная","*ОРО Лб DL *ОРО(ПЗПІ-23-)-1; *МСП Лб DL *МСП(ПЗПІ-23-)-1; *ОDS Лб DL *ОDS(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-3 - ОС Екз DL ПЗПІ-23-3","13.06.2025","14:55:00","13.06.2025","16:30:00","Ложь","Истина","13.06.2025","14:50:00","2","Обычная","ОС Екз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - ОС Екз DL ПЗПІ-23-3","13.06.2025","16:40:00","13.06.2025","18:15:00","Ложь","Истина","13.06.2025","16:35:00","2","Обычная","ОС Екз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-1 - СмП Лб DL ПЗПІ-23-1","29.03.2025","11:15:00","29.03.2025","12:50:00","Ложь","Истина","29.03.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - СмП Лб DL ПЗПІ-23-1","19.04.2025","11:15:00","19.04.2025","12:50:00","Ложь","Истина","19.04.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - СмП Лб DL ПЗПІ-23-1","10.05.2025","11:15:00","10.05.2025","12:50:00","Ложь","Истина","10.05.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - СмП Лб DL ПЗПІ-23-1","31.05.2025","11:15:00","31.05.2025","12:50:00","Ложь","Истина","31.05.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - *ДРСД Зал DL *ДРСД(ПЗПІ-23-)-1","21.06.2025","11:15:00","21.06.2025","12:50:00","Ложь","Истина","21.06.2025","11:10:00","2","Обычная","*ДРСД Зал DL *ДРСД(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-2 - *ДРСД Зал DL *ДРСД(ПЗПІ-23-)-1","21.06.2025","11:15:00","21.06.2025","12:50:00","Ложь","Истина","21.06.2025","11:10:00","2","Обычная","*ДРСД Зал DL *ДРСД(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-3 - СмП Лб DL ПЗПІ-23-3","15.03.2025","11:15:00","15.03.2025","12:50:00","Ложь","Истина","15.03.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - СмП Лб DL ПЗПІ-23-3","05.04.2025","11:15:00","05.04.2025","12:50:00","Ложь","Истина","05.04.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - СмП Лб DL ПЗПІ-23-3","26.04.2025","11:15:00","26.04.2025","12:50:00","Ложь","Истина","26.04.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - СмП Лб DL ПЗПІ-23-3","17.05.2025","11:15:00","17.05.2025","12:50:00","Ложь","Истина","17.05.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - *ДРСД Зал DL *ДРСД(ПЗПІ-23-)-1","21.06.2025","11:15:00","21.06.2025","12:50:00","Ложь","Истина","21.06.2025","11:10:00","2","Обычная","*ДРСД Зал DL *ДРСД(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-4 - *ДРСД Зал DL *ДРСД(ПЗПІ-23-)-1","21.06.2025","11:15:00","21.06.2025","12:50:00","Ложь","Истина","21.06.2025","11:10:00","2","Обычная","*ДРСД Зал DL *ДРСД(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-5 - СмП Лб DL ПЗПІ-23-5","22.03.2025","11:15:00","22.03.2025","12:50:00","Ложь","Истина","22.03.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - СмП Лб DL ПЗПІ-23-5","12.04.2025","11:15:00","12.04.2025","12:50:00","Ложь","Истина","12.04.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - СмП Лб DL ПЗПІ-23-5","03.05.2025","11:15:00","03.05.2025","12:50:00","Ложь","Истина","03.05.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - СмП Лб DL ПЗПІ-23-5","24.05.2025","11:15:00","24.05.2025","12:50:00","Ложь","Истина","24.05.2025","11:10:00","2","Обычная","СмП Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - *ДРСД Зал DL *ДРСД(ПЗПІ-23-)-1","21.06.2025","11:15:00","21.06.2025","12:50:00","Ложь","Истина","21.06.2025","11:10:00","2","Обычная","*ДРСД Зал DL *ДРСД(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-1 - СмП Лб DL ПЗПІ-23-1","29.03.2025","13:10:00","29.03.2025","14:45:00","Ложь","Истина","29.03.2025","13:05:00","2","Обычная","СмП Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - СмП Лб DL ПЗПІ-23-1","19.04.2025","13:10:00","19.04.2025","14:45:00","Ложь","Истина","19.04.2025","13:05:00","2","Обычная","СмП Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - СмП Лб DL ПЗПІ-23-1","10.05.2025","13:10:00","10.05.2025","14:45:00","Ложь","Истина","10.05.2025","13:05:00","2","Обычная","СмП Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - СмП Лб DL ПЗПІ-23-1","31.05.2025","13:10:00","31.05.2025","14:45:00","Ложь","Истина","31.05.2025","13:05:00","2","Обычная","СмП Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-3 - СмП Пз DL ПЗПІ-23-3","08.03.2025","13:10:00","08.03.2025","14:45:00","Ложь","Истина","08.03.2025","13:05:00","2","Обычная","СмП Пз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - СмП Лб DL ПЗПІ-23-3","15.03.2025","13:10:00","15.03.2025","14:45:00","Ложь","Истина","15.03.2025","13:05:00","2","Обычная","СмП Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - СмП Лб DL ПЗПІ-23-3","05.04.2025","13:10:00","05.04.2025","14:45:00","Ложь","Истина","05.04.2025","13:05:00","2","Обычная","СмП Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - СмП Лб DL ПЗПІ-23-3","26.04.2025","13:10:00","26.04.2025","14:45:00","Ложь","Истина","26.04.2025","13:05:00","2","Обычная","СмП Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - СмП Лб DL ПЗПІ-23-3","17.05.2025","13:10:00","17.05.2025","14:45:00","Ложь","Истина","17.05.2025","13:05:00","2","Обычная","СмП Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-4 - ОС Екз DL ПЗПІ-23-4","14.06.2025","13:10:00","14.06.2025","14:45:00","Ложь","Истина","14.06.2025","13:05:00","2","Обычная","ОС Екз DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-5 - СмП Лб DL ПЗПІ-23-5","22.03.2025","13:10:00","22.03.2025","14:45:00","Ложь","Истина","22.03.2025","13:05:00","2","Обычная","СмП Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - СмП Лб DL ПЗПІ-23-5","12.04.2025","13:10:00","12.04.2025","14:45:00","Ложь","Истина","12.04.2025","13:05:00","2","Обычная","СмП Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - СмП Лб DL ПЗПІ-23-5","03.05.2025","13:10:00","03.05.2025","14:45:00","Ложь","Истина","03.05.2025","13:05:00","2","Обычная","СмП Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - СмП Лб DL ПЗПІ-23-5","24.05.2025","13:10:00","24.05.2025","14:45:00","Ложь","Истина","24.05.2025","13:05:00","2","Обычная","СмП Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-1 - *ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1","15.02.2025","14:55:00","15.02.2025","16:30:00","Ложь","Истина","15.02.2025","14:50:00","2","Обычная","*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-1 - *ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1","22.02.2025","14:55:00","22.02.2025","16:30:00","Ложь","Истина","22.02.2025","14:50:00","2","Обычная","*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-1 - *ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1","01.03.2025","14:55:00","01.03.2025","16:30:00","Ложь","Истина","01.03.2025","14:50:00","2","Обычная","*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-1 - *ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1","08.03.2025","14:55:00","08.03.2025","16:30:00","Ложь","Истина","08.03.2025","14:50:00","2","Обычная","*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-1 - *ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1","15.03.2025","14:55:00","15.03.2025","16:30:00","Ложь","Истина","15.03.2025","14:50:00","2","Обычная","*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-1 - *ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1","22.03.2025","14:55:00","22.03.2025","16:30:00","Ложь","Истина","22.03.2025","14:50:00","2","Обычная","*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-1 - *ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1","29.03.2025","14:55:00","29.03.2025","16:30:00","Ложь","Истина","29.03.2025","14:50:00","2","Обычная","*ДРСД Лк DL *ДРСД(ПЗПІ-23-)-1","Обычный"
